Uniq Id,Product Name,Brand Name,Category,Product Description,Selling Price,Product Specification,Technical Details,Shipping Weight,Image,Product Url,Is Amazon Seller,Product Description
A68,Mobile Phone,Apple,Electronic device,cutting-edge technology,$12.65,ProductDimensions:6.2x6.2x9.8inches|ItemWeight:11.2ounces|ShippingWeight:11.2ounces(Viewshippingratesandpolicies)|ASIN:B07GTGHV1M|Itemmodelnumber:B07GTGHV1M|Manufacturerrecommendedage:6-9years,"Squish-Dee-Lish are super cute slow-rise foam squishy toys that are fun to squeeze and super soft. Squish-Dee-Lish are so adorable and fun to collect. Squish-Dee-Lish now come in Jumbo size for more squishing fun!! These super slow-rise jumbo squishies come in 6 adorable styles like Pup-corn, Cat-puccino, Bunn-Ana, Mama & Baby Koala, Guinea Pig and Penguin. Fun Animal/Food Mash-ups as well as Mamas and Baby designs. Collect them all! (Each sold separately). Each one is approx. 7""H. This is a toy. Not real food. Warning: Choking Hazard - Small parts. Not for children under 3 years. For ages 6+ | 11.2 ounces (View shipping rates and policies)",11.2 ounces,https://images-na.ssl-images-amazon.com/images/I/512PubE6lhL.jpg|https://images-na.ssl-images-amazon.com/images/I/419IG%2BcmiYL.jpg|https://images-na.ssl-images-amazon.com/images/I/41kHMM8ISDL.jpg|https://images-na.ssl-images-amazon.com/images/I/41tMm7BJsKL.jpg|https://images-na.ssl-images-amazon.com/images/I/51nabBFEyvL.jpg|https://images-na.ssl-images-amazon.com/images/I/412Kma8g%2BTL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Squish-Dee-Lish-Squishy-Jumbo-Toy-Squishies/dp/B07GTGHV1M,Y,Best gaming experience
A69,Laptop,Samsung,,,$11.90,ProductDimensions:18x5x4inches|ItemWeight:3.2ounces|ShippingWeight:3.2ounces(Viewshippingratesandpolicies)|ASIN:B079C9N62W|Itemmodelnumber:7598018IN|Manufacturerrecommendedage:36month-3years,"Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | show up to 2 reviews by default Mon Ami 18"" Pink Piglet ballerina designer plush doll. We are happy to introduce you to Mon Ami designs with a team of talented product designers, Mon Ami designs hone in on popular European design trends, and translates them into the tastes and price points of the American market. Mon Ami, French for ‘my friend’, features chic whimsical designer dolls, soft lovable plush, and elegant home décor. | 3.2 ounces (View shipping rates and policies)",3.2 ounces,https://images-na.ssl-images-amazon.com/images/I/31nLwzUv6QL.jpg|https://images-na.ssl-images-amazon.com/images/I/31UrGE4ZiNL.jpg|https://images-na.ssl-images-amazon.com/images/I/41RyDovAorL.jpg|https://images-na.ssl-images-amazon.com/images/I/41AT3daa4hL.jpg|https://images-na.ssl-images-amazon.com/images/I/51yVNTa4hCL.jpg|https://images-na.ssl-images-amazon.com/images/I/51pNuDh%2BQwL.jpg|https://images-na.ssl-images-amazon.com/images/I/41UU3Qk2HpL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Monami-75980-18IN-Ballerina-Multicolor/dp/B079C9N62W,Y,Best gaming experience
A70,Jacket,Puma,Clothing,high quality material,$237.71,,,,https://images-na.ssl-images-amazon.com/images/I/51oTEDD0VBL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Pro-line-Racing-Hyrax-Truck-PRO1013214/dp/B01MS29KYR,Y,Best gaming experience
A71,Mobile Phone,Apple,Electronic device,cutting-edge technology,$99.98,,,,https://images-na.ssl-images-amazon.com/images/I/41OnKAe7b6L.jpg|https://images-na.ssl-images-amazon.com/images/I/51MTiL3ZZ4L.jpg|https://images-na.ssl-images-amazon.com/images/I/51TNVLp9sKL.jpg|https://images-na.ssl-images-amazon.com/images/I/51P2nsRmNTL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/RoomMates-Curious-George-Stick-Giant/dp/B000Q7322U,Y,Smart technology home appliences
A72,Laptop,Samsung,,,$34.102,ProductDimensions:9.4x3.9x7.8inches|ItemWeight:1.92ounces|ShippingWeight:3.04ounces(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|ShippingAdvisory:Thisitemmustbeshippedseparatelyfromotheritemsinyourorder.Additionalshippingchargeswillnotapply.|ASIN:B005GJSF3E|Itemmodelnumber:194674|Manufacturerrecommendedage:3yearsandup,"show up to 2 reviews by default Hansa - plush Ostrich, 8 inches - when you hold these wonderfully ‘’life-like’’ animals, you will see and feel Hansa emphasis on quality, which is a result of careful attention to design, custom fabric selection, cutting, sewing, stuffing, eye placement, feature creation, framing, air brushing and finishing. Since each animal is hand-sewn, there will be slight variations in appearance. Approximate dimensions are 9.45 x 3.94 x 7.87 inches. Age - 3 and up. | 3.04 ounces (View shipping rates and policies)",3.04 ounces,https://images-na.ssl-images-amazon.com/images/I/31NKO4A-ztL.jpg|https://images-na.ssl-images-amazon.com/images/I/31h-qR%2Bcu4L.jpg|https://images-na.ssl-images-amazon.com/images/I/31eAtFUubaL.jpg|https://images-na.ssl-images-amazon.com/images/I/41aiVyJxbbL.jpg|https://images-na.ssl-images-amazon.com/images/I/51Oe4JtkH9L.jpg|https://images-na.ssl-images-amazon.com/images/I/31%2Brmex-QdL.jpg|https://images-na.ssl-images-amazon.com/images/I/41QDtAWj2JL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/HANSA-194674-Hansa-Ostrich-Plush/dp/B005GJSF3E,Y,Best gaming experience
A73,Jacket,Puma,Clothing,high quality material,$28.94,,,,https://images-na.ssl-images-amazon.com/images/I/51s23bkOlIL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/RPM-73162-Carriers-Black-Traxxas/dp/B00439SK2O,Y,Best gaming experience
A74,Jewllery,Dezire,Jewllery and Accessories,,$17.52,"Product Dimensions:         8.5 x 8.3 x 7.8 inches ; 9.9 ounces    |Shipping Weight: 1 pounds (View shipping rates and policies)|Domestic Shipping: Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.|International Shipping: This item is not eligible for international shipping.  Learn More|ASIN: B00091PQOA|California residents:  Click here for Proposition 65 warning.|Item model number: VSO2000|    #56    in Outdoor Volleyballs","show up to 2 reviews by default Product Description This blue and gold Mikasa VSO2000 recreational outdoor volleyball is the official size, great for all ages and levels and colorful enough to never get lost in the sand. It features a soft stitched cover that's comfortable to hit yet tough enough to withstand summer after summer of fun in the sun. Amazon.com The Mikasa VSO2000 volleyball is an official size replica of Mikasa's FIVB (Federation Internationale de Volleyball) World Tour and Athens Olympic beach ball. For recreational play, it features a cushioned cover, three color panel design (blue/yellow/white) that helps identify ball movement, and a butyl bladder that guarantees true shape and air retention. Whether on the beach or in the gym, Mikasa Sports USA volleyballs raise the bar and electrify the game. Mikasa volleyballs have been selected to be the official game balls of all FIVB international matches including all the Olympic Games since 1968, and will be used for all indoor competition and the beach games at the Beijing games in 2008.",1 pounds,https://images-na.ssl-images-amazon.com/images/I/415B6M9Y59L.jpg|https://images-na.ssl-images-amazon.com/images/I/41e3OYW39rL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Mikasa-VSO2000-FIVB-Replica-Volleyball/dp/B00091PQOA,Y,Adidas products offer best performance
A75,Gaming kit,Lego,Sports and Games,Best gaming experience,$29.15,ProductDimensions:16x3x12inches|ItemWeight:2pounds|ShippingWeight:2.15pounds(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|ASIN:B00CTKCDAE|Itemmodelnumber:33407-0CWM-1200|Manufacturerrecommendedage:6-6years|Discontinuedbymanufacturer:Yes,"Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | Product Description The ultimate battle Mega pack. Launch tactical missions into enemy territory and defend your position. Combat ready with 2 off-road motor bikes, a quad with dual chain fed machine guns and A tactical winch and a critical mass of assorted weapons. Marauders vs. Corps, who will come out on top? The Corps: in a time of confusion, a fearful world requires men of honor and courage to step forward, heroes whose mettle has been tested and whose skills have been honed. From around the world they step forward, The best of the best and take up The mantle of The Corps, an ever-ready team devoted to protecting every person, every country, Our world. The Corps wants you. From the Manufacturer The ultimate battle mega pack. Launch tactical missions into enemy territory and defend your position. Combat ready with 2 off-road motor bikes, a quad with dual chain fed machine guns and a tactical winch and a critical mass of assorted weapons. Marauders vs. CORPS, who will come out on top? THE CORPS: In a time of confusion, a fearful world requires men of honor and courage to step forward, heroes whose mettle has been tested and whose skills have been honed. From around the world they step forward, the best of the best and take up the mantle of THE CORPS, an ever-ready team devoted to protecting every person, every country, our world. THE CORPS wants YOU. | 2.15 pounds (View shipping rates and policies)",2.15 pounds,https://images-na.ssl-images-amazon.com/images/I/519dePp3lQL.jpg|https://images-na.ssl-images-amazon.com/images/I/51Qv-JoRzSL.jpg|https://images-na.ssl-images-amazon.com/images/I/61NXCSUIFrL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Corps-Special-Figures-Vehicle-Playset/dp/B00CTKCDAE,Y,Best gaming experience
A76,Baby powder,Johnson & Johnson,Baby Product,safe and hygiene,$97.71,ProductDimensions:8.4x1.8x4.8inches|ItemWeight:5.6ounces|ShippingWeight:11.2ounces(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|ASIN:B0024P80U6|Itemmodelnumber:1483|Manufacturerrecommendedage:6-16years,"Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | show up to 2 reviews by default From the Manufacturer Create and embellish 5 coll keychains with super soft clay. Big fun in a small box. Quick and clever craft perfect for parties, play and rainy days just for the fun of it. Bendable air-dry clay safe and non-toxic. | 11.2 ounces (View shipping rates and policies)",11.2 ounces,https://images-na.ssl-images-amazon.com/images/I/51RrTt0o6SL.jpg|https://images-na.ssl-images-amazon.com/images/I/41WRCMI8FBL.jpg|https://images-na.ssl-images-amazon.com/images/I/419iruxMhCL.jpg|https://images-na.ssl-images-amazon.com/images/I/51HYsK78JRL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Creativity-for-Kids-Clay-Keychains/dp/B0024P80U6,Y,Best gaming experience
A77,Laptop,Samsung,,,$12.102,ProductDimensions:5.5x1.5x7.5inches|ItemWeight:11.2ounces|ShippingWeight:11.2ounces(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|ASIN:B01N1L34R9|Itemmodelnumber:pfx500|Manufacturerrecommendedage:8yearsandup,"Style:Herbaceous Everyone has a green thumb when playing Herbaceous. Relax while enjoying this beautiful and elegent game of picking and potting herbs. Pot the best collection of herbs in your different containers, but don't wait too long or your friends might grab them first. | 11.2 ounces (View shipping rates and policies)",11.2 ounces,https://images-na.ssl-images-amazon.com/images/I/51M49044zzL.jpg|https://images-na.ssl-images-amazon.com/images/I/51568bBOGxL.jpg|https://images-na.ssl-images-amazon.com/images/I/51SAFc06%2BRL.jpg|https://images-na.ssl-images-amazon.com/images/I/51KT9JdCjDL.jpg|https://images-na.ssl-images-amazon.com/images/I/51aPMyoK9yL.jpg|https://images-na.ssl-images-amazon.com/images/I/51IIitteWZL.jpg|https://images-na.ssl-images-amazon.com/images/I/614AF0pf%2BiL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Pencil-First-Games-LLC-pfx500/dp/B01N1L34R9,Y,Best gaming experience
A78,kitchen utensil,cera ,kitchen products,,$18.19,ProductDimensions:4x54x4inches|ItemWeight:10.6ounces|ShippingWeight:1.46pounds(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|ASIN:B00TV3NLVW|Itemmodelnumber:17159|Manufacturerrecommendedage:0monthsandup,"Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | Color:Sherbert  |  Size:54"" Throughout the world, There are more than 3, 000 species of snakes. They are unique animals as they are carnivores without Teeth, meaning they eat meat without chewing. They have flexible jaws that can expand to great lengths, allowing them to fit larger animals in their mouth and swallow them whole. These lifelike stuffed animals are perfect baby toys, toddler toys, baby toys, and kids toys for them to use as kid’s bedroom decor. Whether you are looking for a gift for teens, Christmas gifts, or a birthday gift for kids, This large stuffed animal will be one that they cherish. Wild Republic has been developing plush animals and educational toys for kids of all ages since 1979, With unique specialization in realistic stuffed animals. | 1.46 pounds (View shipping rates and policies)",1.46 pounds,https://images-na.ssl-images-amazon.com/images/I/41tEXXkrD8L.jpg|https://images-na.ssl-images-amazon.com/images/I/31X3uNesRpL.jpg|https://images-na.ssl-images-amazon.com/images/I/51t1Sv5JkcL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Wild-Republic-Snakes-Stuffed-Sherbert/dp/B00TV3NLVW,Y,Best gaming experience
A79,home decor,candid crafts,Home decoration items,,$84.64,"ProductDimensions:6.9x1.2x6.5inches|ItemWeight:2.24ounces|ShippingWeight:2.24ounces(Viewshippingratesandpolicies)|Manufacturer:NPW|ASIN:B07C13YLT3|Itemmodelnumber:NPW67309|DatefirstlistedonAmazon:April7,2018","Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | Color:Dice Game Take your pick of an ultimate babe on your arm or the hottest hunk by your side and let the dream teams form. With 4 irresistible buddies to choose from that means you and 3 friends can battle it out and gamble away for drinks, laughs and maybe loss of dignity…we hope! Each player takes turn to roll both dice to reveal who is doing what. If your buddy’s name is revealed, then you’re up to perform the action given on the other dice. It’s that simple. Buddy on and roll away! With drinks on tap and game fever amongst the party, it’s time to partner up, and you won’t be disappointed. It's always time to have a laugh with NPW whether it be a birthday, office prank, sleepover, party or just because you want a mega LOL. NPW lives and breathes cheekiness. Entertain friends with hilarious gifts and gadgets that will crack them up! There is never a dull moment with NPW in your life! | 2.24 ounces (View shipping rates and policies)",2.24 ounces,https://images-na.ssl-images-amazon.com/images/I/51wngrqyhbL.jpg|https://images-na.ssl-images-amazon.com/images/I/51-33joIIaL.jpg|https://images-na.ssl-images-amazon.com/images/I/31nX9qrc86L.jpg|https://images-na.ssl-images-amazon.com/images/I/31LfbAdvjfL.jpg|https://images-na.ssl-images-amazon.com/images/I/51VixZglvVL.jpg|https://images-na.ssl-images-amazon.com/images/I/51KSbxIFbaL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/NPW-USA-NPW67309-Drinking-Buddies-6-Piece/dp/B07C13YLT3,Y,Best gaming experience
A80,Mobile Phone,Apple,Electronic device,cutting-edge technology,$33.95,ProductDimensions:21.6x9.6x5.2inches|ItemWeight:1.8pounds|ShippingWeight:1.8pounds(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|ASIN:B06XN5BCK1|Itemmodelnumber:BLH9350|Manufacturerrecommendedage:14yearsandup,show up to 2 reviews by default Blade 130 S BNF Basic with SAFE | 1.8 pounds (View shipping rates and policies),1.8 pounds,https://images-na.ssl-images-amazon.com/images/I/41KDH6NlwiL.jpg|https://images-na.ssl-images-amazon.com/images/I/41mwEsXd7lL.jpg|https://images-na.ssl-images-amazon.com/images/I/41n6e8SvasL.jpg|https://images-na.ssl-images-amazon.com/images/I/3199yR3ED2L.jpg|https://images-na.ssl-images-amazon.com/images/I/51oBdNI25QL.jpg|https://images-na.ssl-images-amazon.com/images/I/51hW0fqToML.jpg|https://images-na.ssl-images-amazon.com/images/I/51iJHMMv-kL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Blade-BLH-H-130-Basic-Safe/dp/B06XN5BCK1,Y,Best gaming experience
A81,Jacket,Puma,Clothing,high quality material,$14.102,ProductDimensions:5.2x2.8x8.5inches|ItemWeight:0.96ounces|ShippingWeight:8.2ounces(Viewshippingratesandpolicies)|ASIN:B07QV3NV88|Itemmodelnumber:75150|Manufacturerrecommendedage:14yearsandup,"Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | show up to 2 reviews by default 75150 icy elegance -light Skin tone, Blue eyes, blonde haired> this lovely 8” collectible doll celebrates the snowy season with sparkle! a classic Madame Alexander seasonal doll, perfect as a holiday gift. she wears an iridescent netting gown with snowflake lace bodice. accessories include a delicate Tulle headpiece, white tights, and white Mary Jane shoes. beautifully styled curly blonde hair. classic Wendy collectible doll sculpt from Madame Alexander articulated, posable body packed in the classic blue Madame Alexander box with pink tissue paper This doll is offered in light Skin tone with blue eyes and blonde hair | 8.2 ounces (View shipping rates and policies)",8.2 ounces,https://images-na.ssl-images-amazon.com/images/I/41iFxRylV2L.jpg|https://images-na.ssl-images-amazon.com/images/I/41LCkFSzuZL.jpg|https://images-na.ssl-images-amazon.com/images/I/31jvnPhLguL.jpg|https://images-na.ssl-images-amazon.com/images/I/310qHMwF0aL.jpg|https://images-na.ssl-images-amazon.com/images/I/31cV2gu8hJL.jpg|https://images-na.ssl-images-amazon.com/images/I/31v6rGk5mTL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Madame-Alexander-Elegance-Light-Blonde/dp/B07QV3NV88,Y,Best gaming experience
A82,shoes,Puma,,,$4.102,"Product Dimensions:         2 x 2 x 2 inches ; 0.8 ounces    |Shipping Weight: 1.6 ounces (View shipping rates and policies)|Domestic Shipping: Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.|International Shipping: This item can be shipped to select countries outside of the U.S.  Learn More|ASIN: B000PHSFGE|Item model number: 21597|    #241    in Sports Fan Games",show up to 2 reviews by default Georgia Bulldogs Toy Puzzle Cube,1.6 ounces,https://images-na.ssl-images-amazon.com/images/I/51Em1w%2BqQML.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/NCAA-Georgia-Bulldogs-Puzzle-Cube/dp/B000PHSFGE,Y,Adidas products offer best performance
A83,lab equipment,Labware,,,$34.42,ProductDimensions:13.7x10.2x3inches|ItemWeight:8.2ounces|ShippingWeight:1.74pounds(Viewshippingratesandpolicies)|ASIN:B078T61YPS|Itemmodelnumber:LER9089|Manufacturerrecommendedage:36months-6years,"Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | We're serving breakfast and dinner with a side of learning fun! The world of restaurants comes home with the serve it up! Play restaurant* From Learning Resources. This imaginative activity set contains everything you need to re-create the restaurant experience right at your own table. The set includes foods for breakfast (including a pancake, fried egg, piece of toast, and two kinds of fruit) and dinner (including a T-bone steak, asparagus bundle, and two slices of bell peppers), as well as plates, drinks, a place mat, and more. When they're not serving up their latest order, kids can use this set to learn real-world skills—with the help of the set's play money, order pad, and pretend menu, parents can teach lessons including how to order off of a menu, how to pay the check at the end of the meal, and how to set the table for dinner. Set includes 10 realistic play food pieces, one serving tray, two plastic plates, two write-and-wipe placemats, one write-and-wipe menu and guest check, and 19 play-money pieces. Ages 3+. | 1.74 pounds (View shipping rates and policies)",1.74 pounds,https://images-na.ssl-images-amazon.com/images/I/610OglBtxfL.jpg|https://images-na.ssl-images-amazon.com/images/I/51x0ZXglmtL.jpg|https://images-na.ssl-images-amazon.com/images/I/61cJC-f3oXL.jpg|https://images-na.ssl-images-amazon.com/images/I/61D2wC-L0VL.jpg|https://images-na.ssl-images-amazon.com/images/I/61Q-x1fQZ3L.jpg|https://images-na.ssl-images-amazon.com/images/I/61JsTPyQjjL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Learning-Resources-Serve-Restaurant-Pieces/dp/B078T61YPS,Y,Best gaming experience
A84,cleaning robot,iRobot,Home & Kitchen ,Best robotic experience,$12.91,ProductDimensions:11.2x9.6x0.4inches|ItemWeight:2.08ounces|ShippingWeight:2.08ounces(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:Thisitemisnoteligibleforinternationalshipping.LearnMore|ASIN:B015DGBIV0|Itemmodelnumber:120175|Manufacturerrecommendedage:4yearsandup,"Size:8' x 6 1/2""  |  Color:Multicolor show up to 2 reviews by default You've got rainbow, now lets put some extra glitz for that added shine. This fun Birthday Banner will surely make your party one for the books. | 2.08 ounces (View shipping rates and policies)",2.08 ounces,https://images-na.ssl-images-amazon.com/images/I/31EdFg9LyiL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Prismatic-Letter-Rainbow-Collection-Birthday/dp/B015DGBIV0,Y,Best gaming experience
A85,Industrial tools,Bosch,Industrial Product,lasting Quality,$117.29,ProductDimensions:8x3x8.6inches|ItemWeight:3.52ounces|ShippingWeight:3.52ounces(Viewshippingratesandpolicies)|ASIN:B07YVT6Z76|Itemmodelnumber:30265|Manufacturerrecommendedage:1month-2years,"Kids will delight in turning the soft pages of this crinkling, rattling, stretching, tail-filled cloth book to discover who the multi-textured tails belong to! There's a curly Pig's tail, a fluffy sheep's tail, a soft duck's tail, and more. The colorful book with friendly animals helps promote sensory development, grasping skills, and color recognition. The round eight-page book is durably constructed to last through story time, playtime, and the washing machine, too. The book comes in a clear tote with handle. For more than 30 years, Melissa & Doug has created beautifully-designed imagination- and creativity-sparking products that NBC news called “the gold standard in early childhood play.” we design every toy to the highest-quality standards, and to nurture minds and hearts. If your child is not inspired, give us a call and we'll make it right. Our phone number is on every product! | 3.52 ounces (View shipping rates and policies)",3.52 ounces,https://images-na.ssl-images-amazon.com/images/I/41RFXdy8KiL.jpg|https://images-na.ssl-images-amazon.com/images/I/41hmX0j5mLL.jpg|https://images-na.ssl-images-amazon.com/images/I/41ZFuiK84bL.jpg|https://images-na.ssl-images-amazon.com/images/I/512oXme0H-L.jpg|https://images-na.ssl-images-amazon.com/images/I/41%2BTLEkQlfL.jpg|https://images-na.ssl-images-amazon.com/images/I/519VyuXOt7L.jpg|https://images-na.ssl-images-amazon.com/images/I/41CJ4vxWsUL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Melissa-Doug-8-Page-Activity-Original/dp/B07YVT6Z76,Y,Best gaming experience
A86,furnitures,IKEA,Home Furniture,best interior furnitures,$9.42,ProductDimensions:3.2x0.8x1inches|ItemWeight:3.2ounces|ShippingWeight:3.2ounces(Viewshippingratesandpolicies)|ASIN:B07681PFV6|Itemmodelnumber:15652|Manufacturerrecommendedage:14yearsandup,"Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | 3.2 ounces (View shipping rates and policies) | Old-Time box car - Pennsylvania lines - N scale. Add excitement to your train layout with Bachmann rolling stock. Our premium silver series rolling stock features: NMRA profile metal wheels, needle-point axles, body-mounted E-Z Mate mark II couplers, N scale 1: 160",3.2 ounces,https://images-na.ssl-images-amazon.com/images/I/41F4dF7QN9L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Bachmann-Old-Time-Box-Car-Pennsylvania/dp/B07681PFV6,Y,Best gaming experience
A87,Mobile Phone,Apple,Electronic device,cutting-edge technology,$17.88,ProductDimensions:2.6x0.8x3.6inches|ItemWeight:3.2ounces|ShippingWeight:3.2ounces(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|ASIN:B01N2ARS5V|Itemmodelnumber:52482|Manufacturerrecommendedage:14yearsandup,"Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | I heart unicorns and you will too with this colorful deck of multi image playing cards featuring one of our favorite mystical creatures, the unicorn and all its splendor. | 3.2 ounces (View shipping rates and policies)",3.2 ounces,https://images-na.ssl-images-amazon.com/images/I/51bGGW7wFwL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Aquarius-Heart-Unicorns-Playing-Cards/dp/B01N2ARS5V,Y,Best gaming experience
A88,Laptop,Samsung,,,$27.53,ProductDimensions:5.5x3.5x9inches|ItemWeight:4ounces|ShippingWeight:4ounces(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|ASIN:B00RDQ51IA|Itemmodelnumber:GE-52526|Manufacturerrecommendedage:13-15years,"show up to 2 reviews by default Mega Man X, known in Japan as Rockman X, is a Mega Man series of platform games released by Capcom. It was initially released on December 17, 1993 in Japan (January 1994 in North America) on the Super NES/Super Famicom and spawned sequels on several systems, most of which were later ported to the PC platform. The plot is a continuation of the preceding series, Mega Man. The game play introduced new elements to the Mega Man Franchise including the ability to dash and climb wall. The first six games in the series were compiled in the anthology Mega Man X Collection. | 4 ounces (View shipping rates and policies)",4 ounces,https://images-na.ssl-images-amazon.com/images/I/41NamIoJ7CL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Great-Eastern-Mega-Man-Plush/dp/B00RDQ51IA,Y,Best gaming experience
A89,Jacket,Puma,Clothing,high quality material,$10.102,ProductDimensions:1.8x2.5x0.5inches|ItemWeight:0.32ounces|ShippingWeight:1.6ounces(Viewshippingratesandpolicies)|ASIN:B0047YOV78|Itemmodelnumber:RRP1710|Manufacturerrecommendedage:16-16years,"1.6 ounces (View shipping rates and policies) | show up to 2 reviews by default The Robinson Racing Products team is dedicated to producing the finest gears and high-performance drive-related accessories available, from HARD-CORE racer to Week-End Warrior, we have you covered. All of our products are precision manufactured in the U.S.A. And have been proven on the track, off-road, and in countless back-yards so you can depend on them when it counts for maximum performance and maximum fun. We back up our confidence with more than 30 years of experience in manufacturing and racing hi-performance RC products.",1.6 ounces,https://images-na.ssl-images-amazon.com/images/I/315iuGItROL.jpg|https://images-na.ssl-images-amazon.com/images/I/41Hw4q-xFIL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Robinson-Racing-Products-Hardened-Pinion/dp/B0047YOV78,Y,Best gaming experience
